"Approach" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_validation" "Specificity_validation" "Sensitivity_validation" "MCC_validation" "NbVarSelected" "NbVarInf" "VarSelected" "AIC" "coef_estimate" "std_estimate"
"614" "IGR" 0.96 1 0.666666666666667 0.798549409504691 0.854 0.860487804878049 0.847179487179487 0.707786284519831 0.8465 0.8635477582846 0.828542094455852 0.692829650373597 2 2 "x1;x2" 1325.31238677316 "2.87630193985894;-1.96107567204779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.13772469032823;0.103483987497304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"615" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.757 0.774634146341463 0.738461538461539 0.513552207275719 0.7565 0.781676413255361 0.729979466119096 0.512566854057047 1 1 "x1" 1991.2913119468 "1.81523412883583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0855657493458336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"616" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.854 0.860487804878049 0.847179487179487 0.707786284519831 0.8465 0.8635477582846 0.828542094455852 0.692829650373597 2 2 "x1;x2" 1325.31238677316 "2.87630193985894;-1.96107567204779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.13772469032823;0.103483987497304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"617" "RELIEF" 0.2 0.0909090909090909 1 0.108893101296094 0.8635 0.873170731707317 0.853333333333333 0.726801937606362 0.851 0.867446393762183 0.833675564681725 0.7018344616628 23 3 "x1;Noise19;x2;x3;Noise10;Noise11;Noise20;Noise9;Noise1;Noise5;Noise3;Noise4;Noise7;Noise14;Noise15;Noise13;Noise12;Noise8;Noise16;Noise2;Noise22;Noise6;Noise18" 1278.32826272362 "3.08883611359267;-2.10431843103452;0.640325127533759;0.0348719799929527;-0.0498299535746791;0.0496899918142846;-0.00691187101418892;-0.109216209786583;-0.0806383566911245;-0.0190213432762449;-0.00480526712879079;-0.0856852272689566;0.0403368001263728;-0.095526592185199;0.136083522899178;0.0136803064787715;0.00853794743350445;-0.050562047396108;-0.00599299829673235;NA;0.0210361672783994;-0.019320387364465;0.0394309654578461;NA;0.0276378057874622" "0.15033951944014;0.111873816982878;0.0757902119607807;0.0715843772835252;0.072924793904201;0.0728537580222108;0.0697170131822657;0.0725297291637673;0.072691277901841;0.072206183349536;0.0698612092589961;0.0736145202639961;0.0746163667376462;0.0722324457887439;0.0725387977348207;0.0700748528983106;0.0749628925676849;0.071875255923177;0.0736649524016596;NA;0.0706687899090879;0.074072751778399;0.0721712047739746;NA;0.0738855404023554"
"618" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.854 0.860487804878049 0.847179487179487 0.707786284519831 0.8465 0.8635477582846 0.828542094455852 0.692829650373597 2 2 "x1;x2" 1325.31238677316 "2.87630193985894;-1.96107567204779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.13772469032823;0.103483987497304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"619" "SU" 0.96 1 0.666666666666667 0.798549409504691 0.854 0.860487804878049 0.847179487179487 0.707786284519831 0.8465 0.8635477582846 0.828542094455852 0.692829650373597 2 2 "x1;x2" 1325.31238677316 "2.87630193985894;-1.96107567204779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.13772469032823;0.103483987497304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"620" "SVM-RFE" 1 1 1 1 0.8675 0.878048780487805 0.856410256410256 0.734817571963057 0.8545 0.869395711500975 0.838809034907598 0.708816778666889 3 3 "x1;x2;x3" 1251.12282326997 "3.06727601393549;-2.08187432508306;0.623419072495826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148366798449172;0.110208164382772;0.0745422598179276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"621" "GAMMA_BACK" 1 1 1 1 0.8675 0.878048780487805 0.856410256410256 0.734817571963057 0.8545 0.869395711500975 0.838809034907598 0.708816778666889 3 3 "x1;x2;x3" 1251.12282326997 "3.06727601393549;-2.08187432508306;0.623419072495826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148366798449172;0.110208164382772;0.0745422598179276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"622" "GAMMA_BF" 1 1 1 1 0.8675 0.878048780487805 0.856410256410256 0.734817571963057 0.8545 0.869395711500975 0.838809034907598 0.708816778666889 3 3 "x1;x2;x3" 1251.12282326997 "3.06727601393549;-2.08187432508306;0.623419072495826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148366798449172;0.110208164382772;0.0745422598179276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"623" "GAMMA_FORW" 1 1 1 1 0.8675 0.878048780487805 0.856410256410256 0.734817571963057 0.8545 0.869395711500975 0.838809034907598 0.708816778666889 3 3 "x1;x2;x3" 1251.12282326997 "3.06727601393549;-2.08187432508306;0.623419072495826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148366798449172;0.110208164382772;0.0745422598179276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"624" "GAMMA_HC" 1 1 1 1 0.8675 0.878048780487805 0.856410256410256 0.734817571963057 0.8545 0.869395711500975 0.838809034907598 0.708816778666889 3 3 "x1;x2;x3" 1251.12282326997 "3.06727601393549;-2.08187432508306;0.623419072495826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148366798449172;0.110208164382772;0.0745422598179276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"625" "BASELINE" 0.12 0 1 0 0.8565 0.864573110893032 0.848114169215087 0.712879496427139 0.849 0.882352941176471 0.816568047337278 0.699950875683257 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1279.76749773338 "3.00979359570852;-1.94161262917193;0.521884651526275;0.00187317652711846;-0.0859944853623009;0.0433544961174681;0.0566479806339642;0.0880231914955358;0.0566827137628585;-0.0795332018024423;-0.0379306873594165;0.0855364200839149;-0.0727284929800155;0.0311752792164319;-0.13542176089403;-0.116398699257874;0.101320715180188;-0.0943255170524792;-0.00580825784042952;-0.112037891740485;-0.05739777596754;-0.0211707370016683;-0.00352045062197591;0.122977168549351;0.0848283588447734" "0.144189466547404;0.107824760480752;0.0752011381037323;0.0739796446799276;0.0757598708377626;0.0735861372527022;0.0741709665240495;0.0734938744315042;0.0722985542662957;0.0752821355229771;0.0705293191411312;0.073658770548978;0.0706680956072163;0.0724461714792761;0.0728060869289047;0.0719629862176948;0.07098190918481;0.0713443173636853;0.0724500266131383;0.075587126628602;0.0747017897650028;0.0703481062783464;0.0726286390291283;0.0719320649819104;0.0742195793873694"
"626" "BEST" 1 1 1 1 0.8555 0.86261040235525 0.848114169215087 0.710874991841456 0.848 0.881338742393509 0.815581854043392 0.697947535951142 3 3 "x1;x2;x3" 1261.97490048333 "2.93557155814814;-1.90067554445823;0.504554137235039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139811395973132;0.105401287770258;0.0738229900508355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"627" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.853 0.864573110893032 0.840978593272171 0.705907699893959 0.8485 0.880324543610548 0.817554240631164 0.698792533077893 2 2 "x1;x2" 1310.17168579734 "2.82513884749972;-1.8095012671775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133705100164682;0.100997906582982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"628" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.853 0.864573110893032 0.840978593272171 0.705907699893959 0.8485 0.880324543610548 0.817554240631164 0.698792533077893 2 2 "x1;x2" 1310.17168579734 "2.82513884749972;-1.8095012671775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133705100164682;0.100997906582982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"629" "CONS" 0.96 1 0.666666666666667 0.798549409504691 0.853 0.864573110893032 0.840978593272171 0.705907699893959 0.8485 0.880324543610548 0.817554240631164 0.698792533077893 2 2 "x1;x2" 1310.17168579734 "2.82513884749972;-1.8095012671775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133705100164682;0.100997906582982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"630" "IGR" 0.96 1 0.666666666666667 0.798549409504691 0.853 0.864573110893032 0.840978593272171 0.705907699893959 0.8485 0.880324543610548 0.817554240631164 0.698792533077893 2 2 "x1;x2" 1310.17168579734 "2.82513884749972;-1.8095012671775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133705100164682;0.100997906582982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"631" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.7815 0.786064769381747 0.776758409785933 0.56283415850436 0.768 0.796146044624746 0.740631163708087 0.537343978819176 1 1 "x1" 1861.71008727381 "1.97657961442951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.090485846305942;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"632" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.853 0.864573110893032 0.840978593272171 0.705907699893959 0.8485 0.880324543610548 0.817554240631164 0.698792533077893 2 2 "x1;x2" 1310.17168579734 "2.82513884749972;-1.8095012671775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133705100164682;0.100997906582982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"633" "RELIEF" 0.92 1 0.333333333333333 0.552770798392567 0.6605 0.682041216879293 0.638124362895005 0.320508671220582 0.6605 0.683569979716024 0.638067061143984 0.321876169594697 1 1 "x2" 2437.56276616926 "NA;-0.933798200468484;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "NA;0.0569832026380288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"634" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.853 0.864573110893032 0.840978593272171 0.705907699893959 0.8485 0.880324543610548 0.817554240631164 0.698792533077893 2 2 "x1;x2" 1310.17168579734 "2.82513884749972;-1.8095012671775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133705100164682;0.100997906582982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"635" "SU" 0.92 1 0.333333333333333 0.552770798392567 0.7815 0.786064769381747 0.776758409785933 0.56283415850436 0.768 0.796146044624746 0.740631163708087 0.537343978819176 1 1 "x1" 1861.71008727381 "1.97657961442951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.090485846305942;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"636" "SVM-RFE" 0.64 0.590909090909091 1 0.384353057392904 0.858 0.861629048086359 0.854230377166157 0.715888071689688 0.848 0.885395537525355 0.81163708086785 0.698396088688802 12 3 "Noise12;Noise13;Noise14;Noise17;Noise2;Noise21;Noise4;Noise7;Noise9;x1;x2;x3" 1261.59079991056 "2.98844035137182;-1.93380453028163;0.510584778792271;NA;-0.0860565110453528;NA;0.0553668126731812;NA;NA;-0.0810840070852635;NA;0.0898165854586662;NA;NA;-0.131218727815043;-0.114027104693078;0.0886528858058074;NA;NA;-0.115631828661204;NA;NA;NA;0.131815738942825;NA" "0.142693790805178;0.107139710415422;0.0745435742587281;NA;0.0746837419946026;NA;0.0734930751668789;NA;NA;0.074630401991346;NA;0.0730336995460915;NA;NA;0.0722114524618734;0.0711287817799516;0.0701461595418494;NA;NA;0.0749284155323277;NA;NA;NA;0.0714328494902995;NA"
"637" "GAMMA_BACK" 1 1 1 1 0.8555 0.86261040235525 0.848114169215087 0.710874991841456 0.848 0.881338742393509 0.815581854043392 0.697947535951142 3 3 "x1;x2;x3" 1261.97490048333 "2.93557155814814;-1.90067554445823;0.504554137235039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139811395973132;0.105401287770258;0.0738229900508355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"638" "GAMMA_BF" 1 1 1 1 0.8555 0.86261040235525 0.848114169215087 0.710874991841456 0.848 0.881338742393509 0.815581854043392 0.697947535951142 3 3 "x1;x2;x3" 1261.97490048333 "2.93557155814814;-1.90067554445823;0.504554137235039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139811395973132;0.105401287770258;0.0738229900508355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"639" "GAMMA_FORW" 1 1 1 1 0.8555 0.86261040235525 0.848114169215087 0.710874991841456 0.848 0.881338742393509 0.815581854043392 0.697947535951142 3 3 "x1;x2;x3" 1261.97490048333 "2.93557155814814;-1.90067554445823;0.504554137235039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139811395973132;0.105401287770258;0.0738229900508355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"640" "GAMMA_HC" 1 1 1 1 0.8555 0.86261040235525 0.848114169215087 0.710874991841456 0.848 0.881338742393509 0.815581854043392 0.697947535951142 3 3 "x1;x2;x3" 1261.97490048333 "2.93557155814814;-1.90067554445823;0.504554137235039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.139811395973132;0.105401287770258;0.0738229900508355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"641" "BASELINE" 0.12 0 1 0 0.869 0.864615384615385 0.873170731707317 0.737824508190259 0.8535 0.859545004945598 0.84732052578362 0.7069641710472 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1279.58815011419 "3.00432967529071;-1.99212660732059;0.50293559509373;-0.0760651908457903;-0.0568039727495155;0.0713246916762042;-0.0597663501418036;0.041482541945619;-0.106360647523803;-0.0631113605913204;0.106133096828109;0.0234112581256402;-0.0496317066175241;0.0293073240408416;-0.0597878900701984;-0.0404660061040896;-0.0299070636092257;-0.137074491178705;0.0412348610377607;-0.00724876615591697;0.023960835710282;0.0794688194494425;-0.0100625095231562;0.00243633668271831;-0.114902876862261" "0.144375072383557;0.110954217310646;0.0736511130073445;0.073942214906765;0.0773418068787036;0.0755949827886102;0.0732375231914855;0.0731908857562033;0.0744617012167209;0.0712764284687904;0.0768003710604941;0.0706026334867605;0.0749547151240612;0.0710938603192888;0.075295411701079;0.0720794905664923;0.0729008993400078;0.074642780385598;0.0729873491882988;0.0740616649147295;0.0742134937924283;0.0768453048348443;0.0745774158000371;0.0711285850873637;0.0730188517571008"
"642" "BEST" 1 1 1 1 0.864 0.860512820512821 0.867317073170732 0.727829893683552 0.857 0.862512363996043 0.851365015166835 0.713963070241701 3 3 "x1;x2;x3" 1252.82437039006 "2.95389803651752;-1.93889723428976;0.490086941780852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14135672720453;0.10797595139621;0.0725106870742609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"643" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.861 0.857435897435897 0.864390243902439 0.721826141338336 0.8535 0.865479723046489 0.841253791708797 0.70705285987072 2 2 "x1;x2" 1299.63739904051 "2.85925380736885;-1.87881503115959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.135656205125419;0.104209871865379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"644" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.861 0.857435897435897 0.864390243902439 0.721826141338336 0.8535 0.865479723046489 0.841253791708797 0.70705285987072 2 2 "x1;x2" 1299.63739904051 "2.85925380736885;-1.87881503115959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.135656205125419;0.104209871865379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"645" "CONS" 1 1 1 1 0.864 0.860512820512821 0.867317073170732 0.727829893683552 0.857 0.862512363996043 0.851365015166835 0.713963070241701 3 3 "x1;x2;x3" 1252.82437039006 "2.95389803651752;-1.93889723428976;0.490086941780852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14135672720453;0.10797595139621;0.0725106870742609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"646" "IGR" 0.96 1 0.666666666666667 0.798549409504691 0.861 0.857435897435897 0.864390243902439 0.721826141338336 0.8535 0.865479723046489 0.841253791708797 0.70705285987072 2 2 "x1;x2" 1299.63739904051 "2.85925380736885;-1.87881503115959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.135656205125419;0.104209871865379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"647" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.7685 0.768205128205128 0.768780487804878 0.53687039765408 0.7585 0.760633036597428 0.756319514661274 0.516947122685557 1 1 "x1" 1873.86503743306 "1.93973432305733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0883188519060066;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"648" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.861 0.857435897435897 0.864390243902439 0.721826141338336 0.8535 0.865479723046489 0.841253791708797 0.70705285987072 2 2 "x1;x2" 1299.63739904051 "2.85925380736885;-1.87881503115959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.135656205125419;0.104209871865379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"649" "RELIEF" 0.92 0.954545454545455 0.666666666666667 0.621212121212121 0.864 0.862564102564103 0.865365853658537 0.72786295403646 0.8515 0.86646884272997 0.836198179979778 0.703132355027418 3 2 "x1;x2;Noise10" 1301.35502121794 "2.85892553789435;-1.87988462822576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0379068676523995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.13564831494985;0.104260727374534;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0713591464964143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"650" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.861 0.857435897435897 0.864390243902439 0.721826141338336 0.8535 0.865479723046489 0.841253791708797 0.70705285987072 2 2 "x1;x2" 1299.63739904051 "2.85925380736885;-1.87881503115959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.135656205125419;0.104209871865379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"651" "SU" 0.92 1 0.333333333333333 0.552770798392567 0.7685 0.768205128205128 0.768780487804878 0.53687039765408 0.7585 0.760633036597428 0.756319514661274 0.516947122685557 1 1 "x1" 1873.86503743306 "1.93973432305733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0883188519060066;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"652" "SVM-RFE" 0.96 0.954545454545455 1 0.846114112226649 0.8705 0.866666666666667 0.874146341463415 0.740831911399385 0.855 0.859545004945598 0.850353892821031 0.709958544006769 4 3 "Noise15;x1;x2;x3" 1251.82916970802 "2.96074166993537;-1.9487033492846;0.494915946056983;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.125929056482618;NA;NA;NA;NA;NA;NA;NA" "0.141518716271796;0.108398692762599;0.0728646343947902;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0729744716028874;NA;NA;NA;NA;NA;NA;NA"
"653" "GAMMA_BACK" 1 1 1 1 0.864 0.860512820512821 0.867317073170732 0.727829893683552 0.857 0.862512363996043 0.851365015166835 0.713963070241701 3 3 "x1;x2;x3" 1252.82437039006 "2.95389803651752;-1.93889723428976;0.490086941780852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14135672720453;0.10797595139621;0.0725106870742609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"654" "GAMMA_BF" 1 1 1 1 0.864 0.860512820512821 0.867317073170732 0.727829893683552 0.857 0.862512363996043 0.851365015166835 0.713963070241701 3 3 "x1;x2;x3" 1252.82437039006 "2.95389803651752;-1.93889723428976;0.490086941780852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14135672720453;0.10797595139621;0.0725106870742609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"655" "GAMMA_FORW" 1 1 1 1 0.864 0.860512820512821 0.867317073170732 0.727829893683552 0.857 0.862512363996043 0.851365015166835 0.713963070241701 3 3 "x1;x2;x3" 1252.82437039006 "2.95389803651752;-1.93889723428976;0.490086941780852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14135672720453;0.10797595139621;0.0725106870742609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"656" "GAMMA_HC" 1 1 1 1 0.864 0.860512820512821 0.867317073170732 0.727829893683552 0.857 0.862512363996043 0.851365015166835 0.713963070241701 3 3 "x1;x2;x3" 1252.82437039006 "2.95389803651752;-1.93889723428976;0.490086941780852;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14135672720453;0.10797595139621;0.0725106870742609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
